age,mass,Lbol,teff,logg,radius
0.0000,0.456,1.029,3820.,2.351,7.4632
0.0000,0.067,-1.202,2731.,3.165,1.1202
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.041,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.067,-1.202,2731.,3.165,1.1202
0.0000,0.079,-1.041,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.041,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.067,-1.202,2731.,3.165,1.1202
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.040,2751.,3.090,1.3284
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.040,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.067,-1.202,2731.,3.165,1.1202
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.156,-0.331,2953.,2.798,2.6110
0.0000,0.079,-1.040,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.145,-0.421,2912.,2.830,2.4212
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.040,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.040,2751.,3.090,1.3284
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.040,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
0.0000,0.069,-1.176,2734.,3.153,1.1511
